city,anchor_id,policy,strategy,city_ddy_policy_minus_fixed_annual_electricity_kwh_delivered,accepted_denver_policy_minus_fixed_annual_electricity_kwh_delivered,differential_of_contrasts_annual_electricity_kwh_delivered,direction_city_ddy_annual_electricity_kwh_delivered,direction_accepted_denver_annual_electricity_kwh_delivered,direction_changed_annual_electricity_kwh_delivered,city_ddy_policy_minus_fixed_annual_natural_gas_kwh_delivered_including_service_water,accepted_denver_policy_minus_fixed_annual_natural_gas_kwh_delivered_including_service_water,differential_of_contrasts_annual_natural_gas_kwh_delivered_including_service_water,direction_city_ddy_annual_natural_gas_kwh_delivered_including_service_water,direction_accepted_denver_annual_natural_gas_kwh_delivered_including_service_water,direction_changed_annual_natural_gas_kwh_delivered_including_service_water,city_ddy_policy_minus_fixed_annual_total_delivered_site_energy_kwh,accepted_denver_policy_minus_fixed_annual_total_delivered_site_energy_kwh,differential_of_contrasts_annual_total_delivered_site_energy_kwh,direction_city_ddy_annual_total_delivered_site_energy_kwh,direction_accepted_denver_annual_total_delivered_site_energy_kwh,direction_changed_annual_total_delivered_site_energy_kwh,city_ddy_policy_minus_fixed_extreme_336h_electricity_kwh_delivered,accepted_denver_policy_minus_fixed_extreme_336h_electricity_kwh_delivered,differential_of_contrasts_extreme_336h_electricity_kwh_delivered,direction_city_ddy_extreme_336h_electricity_kwh_delivered,direction_accepted_denver_extreme_336h_electricity_kwh_delivered,direction_changed_extreme_336h_electricity_kwh_delivered,city_ddy_policy_minus_fixed_extreme_336h_natural_gas_kwh_delivered_including_service_water,accepted_denver_policy_minus_fixed_extreme_336h_natural_gas_kwh_delivered_including_service_water,differential_of_contrasts_extreme_336h_natural_gas_kwh_delivered_including_service_water,direction_city_ddy_extreme_336h_natural_gas_kwh_delivered_including_service_water,direction_accepted_denver_extreme_336h_natural_gas_kwh_delivered_including_service_water,direction_changed_extreme_336h_natural_gas_kwh_delivered_including_service_water,city_ddy_policy_minus_fixed_extreme_336h_total_delivered_site_energy_kwh,accepted_denver_policy_minus_fixed_extreme_336h_total_delivered_site_energy_kwh,differential_of_contrasts_extreme_336h_total_delivered_site_energy_kwh,direction_city_ddy_extreme_336h_total_delivered_site_energy_kwh,direction_accepted_denver_extreme_336h_total_delivered_site_energy_kwh,direction_changed_extreme_336h_total_delivered_site_energy_kwh,city_ddy_policy_minus_fixed_annual_occupied_worst_zone_degree_hours_above_26c,accepted_denver_policy_minus_fixed_annual_occupied_worst_zone_degree_hours_above_26c,differential_of_contrasts_annual_occupied_worst_zone_degree_hours_above_26c,direction_city_ddy_annual_occupied_worst_zone_degree_hours_above_26c,direction_accepted_denver_annual_occupied_worst_zone_degree_hours_above_26c,direction_changed_annual_occupied_worst_zone_degree_hours_above_26c,city_ddy_policy_minus_fixed_annual_occupied_worst_zone_degree_hours_above_28c,accepted_denver_policy_minus_fixed_annual_occupied_worst_zone_degree_hours_above_28c,differential_of_contrasts_annual_occupied_worst_zone_degree_hours_above_28c,direction_city_ddy_annual_occupied_worst_zone_degree_hours_above_28c,direction_accepted_denver_annual_occupied_worst_zone_degree_hours_above_28c,direction_changed_annual_occupied_worst_zone_degree_hours_above_28c,city_ddy_policy_minus_fixed_annual_occupied_worst_zone_degree_hours_above_30c,accepted_denver_policy_minus_fixed_annual_occupied_worst_zone_degree_hours_above_30c,differential_of_contrasts_annual_occupied_worst_zone_degree_hours_above_30c,direction_city_ddy_annual_occupied_worst_zone_degree_hours_above_30c,direction_accepted_denver_annual_occupied_worst_zone_degree_hours_above_30c,direction_changed_annual_occupied_worst_zone_degree_hours_above_30c,city_ddy_policy_minus_fixed_extreme_336h_occupied_worst_zone_degree_hours_above_26c,accepted_denver_policy_minus_fixed_extreme_336h_occupied_worst_zone_degree_hours_above_26c,differential_of_contrasts_extreme_336h_occupied_worst_zone_degree_hours_above_26c,direction_city_ddy_extreme_336h_occupied_worst_zone_degree_hours_above_26c,direction_accepted_denver_extreme_336h_occupied_worst_zone_degree_hours_above_26c,direction_changed_extreme_336h_occupied_worst_zone_degree_hours_above_26c,city_ddy_policy_minus_fixed_extreme_336h_occupied_worst_zone_degree_hours_above_28c,accepted_denver_policy_minus_fixed_extreme_336h_occupied_worst_zone_degree_hours_above_28c,differential_of_contrasts_extreme_336h_occupied_worst_zone_degree_hours_above_28c,direction_city_ddy_extreme_336h_occupied_worst_zone_degree_hours_above_28c,direction_accepted_denver_extreme_336h_occupied_worst_zone_degree_hours_above_28c,direction_changed_extreme_336h_occupied_worst_zone_degree_hours_above_28c,city_ddy_policy_minus_fixed_extreme_336h_occupied_worst_zone_degree_hours_above_30c,accepted_denver_policy_minus_fixed_extreme_336h_occupied_worst_zone_degree_hours_above_30c,differential_of_contrasts_extreme_336h_occupied_worst_zone_degree_hours_above_30c,direction_city_ddy_extreme_336h_occupied_worst_zone_degree_hours_above_30c,direction_accepted_denver_extreme_336h_occupied_worst_zone_degree_hours_above_30c,direction_changed_extreme_336h_occupied_worst_zone_degree_hours_above_30c,city_ddy_policy_minus_fixed_dx_high_speed_cooling_capacity_w,accepted_denver_policy_minus_fixed_dx_high_speed_cooling_capacity_w,differential_of_contrasts_dx_high_speed_cooling_capacity_w,direction_city_ddy_dx_high_speed_cooling_capacity_w,direction_accepted_denver_dx_high_speed_cooling_capacity_w,direction_changed_dx_high_speed_cooling_capacity_w,city_ddy_policy_minus_fixed_fuel_heating_capacity_w,accepted_denver_policy_minus_fixed_fuel_heating_capacity_w,differential_of_contrasts_fuel_heating_capacity_w,direction_city_ddy_fuel_heating_capacity_w,direction_accepted_denver_fuel_heating_capacity_w,direction_changed_fuel_heating_capacity_w,city_ddy_policy_minus_fixed_electric_reheat_capacity_w,accepted_denver_policy_minus_fixed_electric_reheat_capacity_w,differential_of_contrasts_electric_reheat_capacity_w,direction_city_ddy_electric_reheat_capacity_w,direction_accepted_denver_electric_reheat_capacity_w,direction_changed_electric_reheat_capacity_w,city_ddy_policy_minus_fixed_combined_fuel_plus_reheat_capacity_w,accepted_denver_policy_minus_fixed_combined_fuel_plus_reheat_capacity_w,differential_of_contrasts_combined_fuel_plus_reheat_capacity_w,direction_city_ddy_combined_fuel_plus_reheat_capacity_w,direction_accepted_denver_combined_fuel_plus_reheat_capacity_w,direction_changed_combined_fuel_plus_reheat_capacity_w,city_ddy_policy_minus_fixed_dx_high_speed_rated_airflow_m3_s,accepted_denver_policy_minus_fixed_dx_high_speed_rated_airflow_m3_s,differential_of_contrasts_dx_high_speed_rated_airflow_m3_s,direction_city_ddy_dx_high_speed_rated_airflow_m3_s,direction_accepted_denver_dx_high_speed_rated_airflow_m3_s,direction_changed_dx_high_speed_rated_airflow_m3_s,city_ddy_policy_minus_fixed_zone_cooling_user_design_load_w_sum,accepted_denver_policy_minus_fixed_zone_cooling_user_design_load_w_sum,differential_of_contrasts_zone_cooling_user_design_load_w_sum,direction_city_ddy_zone_cooling_user_design_load_w_sum,direction_accepted_denver_zone_cooling_user_design_load_w_sum,direction_changed_zone_cooling_user_design_load_w_sum,city_ddy_policy_minus_fixed_zone_cooling_user_design_flow_m3_s_sum,accepted_denver_policy_minus_fixed_zone_cooling_user_design_flow_m3_s_sum,differential_of_contrasts_zone_cooling_user_design_flow_m3_s_sum,direction_city_ddy_zone_cooling_user_design_flow_m3_s_sum,direction_accepted_denver_zone_cooling_user_design_flow_m3_s_sum,direction_changed_zone_cooling_user_design_flow_m3_s_sum,city_ddy_policy_minus_fixed_zone_heating_user_design_load_w_sum,accepted_denver_policy_minus_fixed_zone_heating_user_design_load_w_sum,differential_of_contrasts_zone_heating_user_design_load_w_sum,direction_city_ddy_zone_heating_user_design_load_w_sum,direction_accepted_denver_zone_heating_user_design_load_w_sum,direction_changed_zone_heating_user_design_load_w_sum,city_ddy_policy_minus_fixed_zone_heating_user_design_flow_m3_s_sum,accepted_denver_policy_minus_fixed_zone_heating_user_design_flow_m3_s_sum,differential_of_contrasts_zone_heating_user_design_flow_m3_s_sum,direction_city_ddy_zone_heating_user_design_flow_m3_s_sum,direction_accepted_denver_zone_heating_user_design_flow_m3_s_sum,direction_changed_zone_heating_user_design_flow_m3_s_sum,city_ddy_policy_minus_fixed_system_cooling_user_design_capacity_w_sum,accepted_denver_policy_minus_fixed_system_cooling_user_design_capacity_w_sum,differential_of_contrasts_system_cooling_user_design_capacity_w_sum,direction_city_ddy_system_cooling_user_design_capacity_w_sum,direction_accepted_denver_system_cooling_user_design_capacity_w_sum,direction_changed_system_cooling_user_design_capacity_w_sum,city_ddy_policy_minus_fixed_system_cooling_user_design_flow_m3_s_sum,accepted_denver_policy_minus_fixed_system_cooling_user_design_flow_m3_s_sum,differential_of_contrasts_system_cooling_user_design_flow_m3_s_sum,direction_city_ddy_system_cooling_user_design_flow_m3_s_sum,direction_accepted_denver_system_cooling_user_design_flow_m3_s_sum,direction_changed_system_cooling_user_design_flow_m3_s_sum,city_ddy_policy_minus_fixed_system_heating_user_design_capacity_w_sum,accepted_denver_policy_minus_fixed_system_heating_user_design_capacity_w_sum,differential_of_contrasts_system_heating_user_design_capacity_w_sum,direction_city_ddy_system_heating_user_design_capacity_w_sum,direction_accepted_denver_system_heating_user_design_capacity_w_sum,direction_changed_system_heating_user_design_capacity_w_sum,city_ddy_policy_minus_fixed_system_heating_user_design_flow_m3_s_sum,accepted_denver_policy_minus_fixed_system_heating_user_design_flow_m3_s_sum,differential_of_contrasts_system_heating_user_design_flow_m3_s_sum,direction_city_ddy_system_heating_user_design_flow_m3_s_sum,direction_accepted_denver_system_heating_user_design_flow_m3_s_sum,direction_changed_system_heating_user_design_flow_m3_s_sum,city_ddy_policy_minus_fixed_facility_occupied_heating_setpoint_not_met_h,accepted_denver_policy_minus_fixed_facility_occupied_heating_setpoint_not_met_h,differential_of_contrasts_facility_occupied_heating_setpoint_not_met_h,direction_city_ddy_facility_occupied_heating_setpoint_not_met_h,direction_accepted_denver_facility_occupied_heating_setpoint_not_met_h,direction_changed_facility_occupied_heating_setpoint_not_met_h,city_ddy_policy_minus_fixed_facility_occupied_cooling_setpoint_not_met_h,accepted_denver_policy_minus_fixed_facility_occupied_cooling_setpoint_not_met_h,differential_of_contrasts_facility_occupied_cooling_setpoint_not_met_h,direction_city_ddy_facility_occupied_cooling_setpoint_not_met_h,direction_accepted_denver_facility_occupied_cooling_setpoint_not_met_h,direction_changed_facility_occupied_cooling_setpoint_not_met_h,city_ddy_policy_minus_fixed_cooling_unmet_degree_hours_sum,accepted_denver_policy_minus_fixed_cooling_unmet_degree_hours_sum,differential_of_contrasts_cooling_unmet_degree_hours_sum,direction_city_ddy_cooling_unmet_degree_hours_sum,direction_accepted_denver_cooling_unmet_degree_hours_sum,direction_changed_cooling_unmet_degree_hours_sum,city_ddy_policy_minus_fixed_heating_unmet_degree_hours_sum,accepted_denver_policy_minus_fixed_heating_unmet_degree_hours_sum,differential_of_contrasts_heating_unmet_degree_hours_sum,direction_city_ddy_heating_unmet_degree_hours_sum,direction_accepted_denver_heating_unmet_degree_hours_sum,direction_changed_heating_unmet_degree_hours_sum,city_ddy_policy_minus_fixed_cooling_occupied_unmet_degree_hours_sum,accepted_denver_policy_minus_fixed_cooling_occupied_unmet_degree_hours_sum,differential_of_contrasts_cooling_occupied_unmet_degree_hours_sum,direction_city_ddy_cooling_occupied_unmet_degree_hours_sum,direction_accepted_denver_cooling_occupied_unmet_degree_hours_sum,direction_changed_cooling_occupied_unmet_degree_hours_sum,city_ddy_policy_minus_fixed_heating_occupied_unmet_degree_hours_sum,accepted_denver_policy_minus_fixed_heating_occupied_unmet_degree_hours_sum,differential_of_contrasts_heating_occupied_unmet_degree_hours_sum,direction_city_ddy_heating_occupied_unmet_degree_hours_sum,direction_accepted_denver_heating_occupied_unmet_degree_hours_sum,direction_changed_heating_occupied_unmet_degree_hours_sum,city_ddy_policy_minus_fixed_cooling_occupied_unmet_degree_hours_max_zone,accepted_denver_policy_minus_fixed_cooling_occupied_unmet_degree_hours_max_zone,differential_of_contrasts_cooling_occupied_unmet_degree_hours_max_zone,direction_city_ddy_cooling_occupied_unmet_degree_hours_max_zone,direction_accepted_denver_cooling_occupied_unmet_degree_hours_max_zone,direction_changed_cooling_occupied_unmet_degree_hours_max_zone,city_ddy_policy_minus_fixed_heating_occupied_unmet_degree_hours_max_zone,accepted_denver_policy_minus_fixed_heating_occupied_unmet_degree_hours_max_zone,differential_of_contrasts_heating_occupied_unmet_degree_hours_max_zone,direction_city_ddy_heating_occupied_unmet_degree_hours_max_zone,direction_accepted_denver_heating_occupied_unmet_degree_hours_max_zone,direction_changed_heating_occupied_unmet_degree_hours_max_zone
Beijing,beijing_ssp585_present_typical,adaptive_band,paperb_adaptive_band_relax,-17882.6527636,-19122.3937143,1239.74095074,lower,lower,False,577.94378562,688.323472948,-110.379687327,higher,higher,False,-17304.708978,-18434.0702414,1129.36126341,lower,lower,False,-1473.00787391,-1717.17344684,244.165572922,lower,lower,False,-3.51903968048,-2.30773098706,-1.21130869342,lower,lower,False,-1476.52691359,-1719.48117782,242.954264229,lower,lower,False,1795.99874245,1753.38900237,42.6097400851,higher,higher,False,5.48174874791,5.53131327268,-0.049564524775,higher,higher,False,0,0,0,tied,tied,False,169.22011398,147.074471255,22.1456427248,higher,higher,False,0.159924045632,2.00739071224,-1.84746666661,higher,higher,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,-108,-105.75,-2.25,lower,lower,False,71.5,-18,89.5,higher,lower,True,-233.93,-1152.99,919.06,lower,lower,False,-1284.45,-1231.68,-52.77,lower,lower,False,-230.2,-1142.5,912.3,lower,lower,False,-1237.65,-1191.7,-45.95,lower,lower,False,88.52,-15.02,103.54,higher,lower,True,-324.42,-329.07,4.65,lower,lower,False
Beijing,beijing_ssp585_present_typical,fixed,diagnostic_reference,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False
Beijing,beijing_ssp585_present_typical,learned_p90,paperb_p90_tail_asym_relax,-21999.1916681,-23359.235235,1360.04356688,lower,lower,False,1409.27645924,1572.71254419,-163.436084947,higher,higher,False,-20589.9152088,-21786.5226908,1196.60748193,lower,lower,False,-1473.00787391,-1717.17344655,244.165572648,lower,lower,False,-3.51903967895,-2.30773098776,-1.21130869119,lower,lower,False,-1476.52691359,-1719.48117754,242.954263956,lower,lower,False,2048.87681828,2030.62371435,18.2531039299,higher,higher,False,8.02234912997,8.06275344582,-0.0404043158541,higher,higher,False,0,0,0,tied,tied,False,169.22011398,147.074471255,22.1456427248,higher,higher,False,0.159924045634,2.00739071221,-1.84746666658,higher,higher,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,-166.25,-162.5,-3.75,lower,lower,False,67.75,-15,82.75,higher,lower,True,-293.77,-1198.35,904.58,lower,lower,False,-769.1,-820.41,51.31,lower,lower,False,-292.59,-1188.6,896.01,lower,lower,False,-758.22,-817.29,59.07,lower,lower,False,61.17,-39.07,100.24,higher,lower,True,-433.3,-452.79,19.49,lower,lower,False
Beijing,beijing_ssp585_present_typical,pmv,paperb_pmv_relax,-12210.4186901,-13653.2933211,1442.87463093,lower,lower,False,3865.76308917,3896.49010932,-30.7270201483,higher,higher,False,-8344.65560096,-9756.80321174,1412.14761078,lower,lower,False,-1473.00803084,-1717.29862496,244.29059412,lower,lower,False,-3.51903969042,-2.30777761048,-1.21126207994,lower,lower,False,-1476.52707053,-1719.60640257,243.07933204,lower,lower,False,1988.76893026,1976.32795227,12.4409779966,higher,higher,False,6.98925047107,7.01249952131,-0.0232490502351,higher,higher,False,0,0,0,tied,tied,False,169.220113207,146.860199358,22.3599138494,higher,higher,False,0.159924045337,2.05696206009,-1.89703801475,higher,higher,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,78.75,81.75,-3,higher,higher,False,-62.75,-175,112.25,lower,lower,False,-613.09,-1567.54,954.45,lower,lower,False,879.52,854.7,24.82,higher,higher,False,-603.95,-1549.9,945.95,lower,lower,False,844.74,820.15,24.59,higher,higher,False,-91.49,-193.58,102.09,lower,lower,False,195.11,197.62,-2.51,higher,higher,False
Guangzhou,guangzhou_ssp585_future_extreme,adaptive_band,paperb_adaptive_band_relax,-37609.9370289,-23150.9286663,-14459.0083625,lower,lower,False,308.140737414,372.459991745,-64.3192543311,higher,higher,False,-37301.7962914,-22778.4686746,-14523.3276169,lower,lower,False,-1694.86393137,-29.428913668,-1665.4350177,lower,lower,False,-1.50911153723,-0.00130565252778,-1.5078058847,lower,lower,False,-1696.3730429,-29.4302193205,-1666.94282358,lower,lower,False,2841.17960545,1610.22994387,1230.94966158,higher,higher,False,345.977691768,245.776037487,100.201654281,higher,higher,False,11.2562384202,28.6441883615,-17.3879499413,higher,higher,False,77.0765409011,-1.67139888638,78.7479397875,higher,lower,True,32.3755721832,-1.67139888638,34.0469710696,higher,lower,True,1.01717285178,-0.564004822036,1.58117767382,higher,lower,True,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,-24.75,-25,0.25,lower,lower,False,-845.75,-464.75,-381,lower,lower,False,-15981.22,-52629.43,36648.21,lower,lower,False,-61.81,-63.57,1.76,lower,lower,False,-16212.96,-51965.42,35752.46,lower,lower,False,-59.36,-61.01,1.65,lower,lower,False,-2795.11,-4850.35,2055.24,lower,lower,False,-58.03,-60.68,2.65,lower,lower,False
Guangzhou,guangzhou_ssp585_future_extreme,fixed,diagnostic_reference,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False
Guangzhou,guangzhou_ssp585_future_extreme,learned_p90,paperb_p90_tail_asym_relax,-39031.9791116,-24345.2255828,-14686.7535288,lower,lower,False,280.991842001,365.087637294,-84.0957952928,higher,higher,False,-38750.9872696,-23980.1379455,-14770.8493241,lower,lower,False,-1694.86393137,-29.0719785908,-1665.79195278,lower,lower,False,-1.50911157859,-0.00123470347546,-1.50787687512,lower,lower,False,-1696.37304295,-29.0732132943,-1667.29982965,lower,lower,False,3069.32160514,1843.80157817,1225.52002697,higher,higher,False,346.771753902,260.162166468,86.609587434,higher,higher,False,11.2381931279,34.5855631373,-23.3473700094,higher,higher,False,77.0765409009,-1.60398515212,78.680526053,higher,lower,True,32.375572183,-1.60398515212,33.9795573352,higher,lower,True,1.01717285174,-0.53957549444,1.55674834618,higher,lower,True,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,-25.75,-25.75,0,lower,lower,False,-894,-547.75,-346.25,lower,lower,False,-16160.16,-41311.89,25151.73,lower,lower,False,-63.51,-65.11,1.6,lower,lower,False,-16380.79,-40736.84,24356.05,lower,lower,False,-60.53,-62.62,2.09,lower,lower,False,-2811.54,-4083.77,1272.23,lower,lower,False,-59.2,-62.29,3.09,lower,lower,False
Guangzhou,guangzhou_ssp585_future_extreme,pmv,paperb_pmv_relax,-37528.0863881,-22605.6572506,-14922.4291375,lower,lower,False,69.5026598652,170.13002904,-100.627369175,higher,higher,False,-37458.5837283,-22435.5272216,-15023.0565067,lower,lower,False,-1486.92343465,-0.832905697276,-1486.09052896,lower,lower,False,-2.61575332067,-0.0018299633399,-2.61392335733,lower,lower,False,-1489.53918797,-0.834735660614,-1488.70445231,lower,lower,False,2842.61449861,1654.582457,1188.03204161,higher,higher,False,356.245832862,302.130832313,54.1150005489,higher,higher,False,13.0168028469,35.7425024564,-22.7256996095,higher,higher,False,74.9764938185,-0.286845512178,75.2633393307,higher,lower,True,31.0721027314,-0.286845512178,31.3589482436,higher,lower,True,0.986961355823,-0.112859703559,1.09982105938,higher,lower,True,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0.5,1,-0.5,higher,higher,False,-903,-556.75,-346.25,lower,lower,False,-12936.9,-8846.09,-4090.81,lower,lower,False,6.15,6.8,-0.65,higher,higher,False,-13195.08,-8862.41,-4332.67,lower,lower,False,7.7,8.53,-0.83,higher,higher,False,-2547.74,-1827.39,-720.35,lower,lower,False,8.3,8.47,-0.17,higher,higher,False
Phoenix,phoenix_ssp585_future_extreme,adaptive_band,paperb_adaptive_band_relax,-31698.7663887,-29438.9903759,-2259.7760128,lower,lower,False,154.401846096,221.21027896,-66.8084328636,higher,higher,False,-31544.3645426,-29217.780097,-2326.58444566,lower,lower,False,-1664.6988205,-279.483541789,-1385.21527872,lower,lower,False,-1.23908927397,-0.0383311679801,-1.20075810599,lower,lower,False,-1665.93790978,-279.521872957,-1386.41603682,lower,lower,False,2690.86023609,2089.16264383,601.697592259,higher,higher,False,246.99987768,212.69129708,34.3085806006,higher,higher,False,5.4310640757,17.6376368821,-12.2065728064,higher,higher,False,34.1389761669,-15.3356227881,49.4745989551,higher,lower,True,4.54327073366,-14.9706638953,19.5139346289,higher,lower,True,1.41520167603,-3.04010208401,4.45530376003,higher,lower,True,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,-14.75,-17,2.25,lower,lower,False,-671,-674,3,lower,lower,False,-6256.42,-32324.73,26068.31,lower,lower,False,-18.37,-22.31,3.94,lower,lower,False,-6494.67,-31987.4,25492.73,lower,lower,False,-18.37,-22.31,3.94,lower,lower,False,-1480.38,-3554.65,2074.27,lower,lower,False,-18.32,-22.29,3.97,lower,lower,False
Phoenix,phoenix_ssp585_future_extreme,fixed,diagnostic_reference,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False,0,0,0,tied,tied,False
